sections,page_path,title,type,color_number,description,external_id,ColorValue,WarmCool,color_hex,image,url,published_at,updated_at,color_name,Undertone,popularity,info,highlight,id,Family,Shade,Interior/Exterior,cdp,Color Collection,PrimaryColorFamily,language
"['Kelp Forest Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2043-30/kelp-forest-green,Kelp Forest Green 2043-30 | Benjamin Moore,Color,2043-30,"A vibrant hue with intriguing undertones, this green captures a daring sense of style.",b7df1c1777d2084ad624c8cbd39879642dc9f763,,,00967A,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-126-kelp-forest-green-2043-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2043-30/kelp-forest-green,2024-07-30T12:56:11Z,2024-07-30T12:56:10Z,Kelp Forest Green,,1,,"{'title': 'Kelp Forest <em>Green</em> 2043-30 | Benjamin Moore', 'sections': 'Kelp Forest <em>Green</em>', 'description': 'A vibrant hue with intriguing undertones, this <em>green</em> captures a daring sense of style.', 'color_name': 'Kelp Forest <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2043-30&#x2F;kelp-forest-<em>green</em>', 'Family': '<em>Green</em>'}",6243144228ccbc3e91ddae6d,Green,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,
"['Key Largo Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/620/key-largo-green,Key Largo Green 620 | Benjamin Moore,Color,620,A muted blue-green that captures the easygoing elegance of coastal living.,6085b7801abc652309ed9d2d8a318ebf39de7fed,,,97CBBB,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-111-key-largo-green-620-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/620/key-largo-green,2024-07-30T23:08:29Z,2024-07-30T23:08:29Z,Key Largo Green,,1,,"{'title': 'Key Largo <em>Green</em> 620 | Benjamin Moore', 'sections': 'Key Largo <em>Green</em>', 'description': 'A muted blue-<em>green</em> that captures the easygoing elegance of coastal living.', 'color_name': 'Key Largo <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;620&#x2F;key-largo-<em>green</em>', 'Family': '<em>Green</em>'}",6242daea28ccbc83d7dd9e9a,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,
"['Bassett Hall Green', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-480/bassett-hall-green,Bassett Hall Green CW-480 | Benjamin Moore,Color,CW-480,"This fresh, fashionable shade of green, a part of Colonial Williamsburg's revival color palette, feels modern and sophisticated.",c16e3e5ea61caaad0eaf667b82d38f064051a399,Medium,Warm,A7A787,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-103-bassett-hall-green-CW-480-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-480/bassett-hall-green,2024-07-22T01:13:05Z,2024-07-22T01:13:05Z,Bassett Hall Green,Gray,1,,"{'title': 'Bassett Hall <em>Green</em> CW-480 | Benjamin Moore', 'sections': 'Bassett Hall <em>Green</em>', 'description': 'This fresh, fashionable shade of <em>green</em>, a part of Colonial Williamsburg&#x27;s revival color palette, feels modern and sophisticated.', 'color_name': 'Bassett Hall <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-480&#x2F;bassett-hall-<em>green</em>'}",62431923196a673a9b894ee9,,,,,,,
"['Fort Pierce Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/712/fort-pierce-green,Fort Pierce Green 712 | Benjamin Moore,Color,712,Gray undertones lend an air of mystery to this medium teal.,10346443f2da6cb555c1ea6b4149455772e17962,Medium,Cool,6F8F8E,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-128-fort-pierce-green-712-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/712/fort-pierce-green,2024-07-21T19:46:21Z,2024-07-21T19:46:21Z,Fort Pierce Green,,1,,"{'title': 'Fort Pierce <em>Green</em> 712 | Benjamin Moore', 'sections': 'Fort Pierce <em>Green</em>', 'color_name': 'Fort Pierce <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;712&#x2F;fort-pierce-<em>green</em>'}",6242950ae7b9d23cc70f4d91,,,,,,,
"['North Sea Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2053-30/north-sea-green,North Sea Green 2053-30 | Benjamin Moore,Color,2053-30,"Engaging and deep, this soothing teal has a delicate gray undertone that enrichens this moody hue.",0ea40658ed83c8f07902ad95a1556df0c9583ae3,Dark,Cool,236D73,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-109-north-sea-green-2053-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2053-30/north-sea-green,2024-07-21T20:58:18Z,2024-07-21T20:58:18Z,North Sea Green,,1,,"{'title': 'North Sea <em>Green</em> 2053-30 | Benjamin Moore', 'sections': 'North Sea <em>Green</em>', 'color_name': 'North Sea <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2053-30&#x2F;north-sea-<em>green</em>'}",6242e50ee7b9d229530f43f6,,,,,,,
"['Forest Valley Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/634/forest-valley-green,Forest Valley Green 634 | Benjamin Moore,Color,634,A lively jade spiked with blue undertones.,e4aec3a8ffcd76f34e0bbeba80e4c623f83be48f,Medium,Cool,8AAB98,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-forest-valley-green-634-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/634/forest-valley-green,2024-07-22T03:52:51Z,2024-07-22T03:52:51Z,Forest Valley Green,,1,,"{'title': 'Forest Valley <em>Green</em> 634 | Benjamin Moore', 'sections': 'Forest Valley <em>Green</em>', 'color_name': 'Forest Valley <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;634&#x2F;forest-valley-<em>green</em>'}",62426bab196a675bd3894c8c,,,,,,,
"['Summer Basket Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2040-40/summer-basket-green,Summer Basket Green 2040-40 | Benjamin Moore,Color,2040-40,A muted jade that looks at home in both modern and traditional spaces.,53d7738a742775bd4641d032b8e0ccb9be10f2ec,Medium,Cool,5CA492,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-089-summer-basket-green-2040-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2040-40/summer-basket-green,2024-07-22T03:38:39Z,2024-07-22T03:38:38Z,Summer Basket Green,,1,,"{'title': 'Summer Basket <em>Green</em> 2040-40 | Benjamin Moore', 'sections': 'Summer Basket <em>Green</em>', 'color_name': 'Summer Basket <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2040-40&#x2F;summer-basket-<em>green</em>'}",6242db11196a67912a894c98,,,,,,,
"['Dakota Woods Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2139-20/dakota-woods-green,Dakota Woods Green 2139-20 | Benjamin Moore,Color,2139-20,"Rich and warm, this dark olive hue conjures a verdant, misted forest.",4c4069f10b34ec331fc61cfc21421c01182e1cba,Dark,Warm,565344,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-104-dakota-woods-green-2139-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2139-20/dakota-woods-green,2024-07-22T04:46:13Z,2024-07-22T04:46:13Z,Dakota Woods Green,Brown,1,,"{'title': 'Dakota Woods <em>Green</em> 2139-20 | Benjamin Moore', 'sections': 'Dakota Woods <em>Green</em>', 'color_name': 'Dakota Woods <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2139-20&#x2F;dakota-woods-<em>green</em>'}",6242ac7ee7b9d2738b0f3c58,,,,,,,
"['Kittery Point Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-119/kittery-point-green,Kittery Point Green HC-119 | Benjamin Moore,Color,HC-119,A lush pistachio hue that can bring quaint charm to a space.,f596bf7a1963f37443166546d2fa15594ac4b385,Medium,Cool,BFCBAD,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-081-kittery-point-green-HC-119-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-119/kittery-point-green,2024-07-21T23:42:26Z,2024-07-21T23:42:26Z,Kittery Point Green,,1,,"{'title': 'Kittery Point <em>Green</em> HC-119 | Benjamin Moore', 'sections': 'Kittery Point <em>Green</em>', 'color_name': 'Kittery Point <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-119&#x2F;kittery-point-<em>green</em>'}",6242eeba64441fb2a500500a,,,,,,,
"['Greenwood Lake', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2037-50/greenwood-lake,Greenwood Lake 2037-50 | Benjamin Moore,Color,2037-50,A buoyant green that leans towards aqua.,c71c1fd5ff89a432b425928140378242f90fc253,,,94E1C2,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-100-greenwood-lake-2037-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2037-50/greenwood-lake,2024-07-31T00:45:42Z,2024-07-31T00:45:42Z,Greenwood Lake,,1,,"{'title': '<em>Greenwood</em> Lake 2037-50 | Benjamin Moore', 'sections': '<em>Greenwood</em> Lake', 'description': 'A buoyant <em>green</em> that leans towards aqua.', 'color_name': '<em>Greenwood</em> Lake', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2037-50&#x2F;<em>greenwood</em>-lake', 'Family': '<em>Green</em>'}",624263c464441faa99005ba8,Green,Light,"['Interior', 'Exterior']",true,Color Preview&reg;,,
"['Greenbrook', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/517/greenbrook,Greenbrook 517 | Benjamin Moore,Color,517,"Warm and lush, this olive green is symbolic of nature's bounty.",3e29437c02da9de5977b76750697990a0f2e1c53,,,7B7251,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-205-greenbrook-517-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/517/greenbrook,2024-07-30T15:08:22Z,2024-07-30T15:08:21Z,Greenbrook,,1,,"{'title': '<em>Greenbrook</em> 517 | Benjamin Moore', 'sections': '<em>Greenbrook</em>', 'description': 'Warm and lush, this olive <em>green</em> is symbolic of nature&#x27;s bounty.', 'color_name': '<em>Greenbrook</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;517&#x2F;<em>greenbrook</em>', 'Family': '<em>Green</em>'}",6242bada28ccbcdddbddb5c0,Green,Dark,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,
"['Greenwich Village', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/445/greenwich-village,Greenwich Village 445 | Benjamin Moore,Color,445,Gray tones lend a beautifully faded quality to this medium green.,f73f802c4e9d8838f595e25dcccce41806bf368d,Medium,Cool,93A58C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-105-greenwich-village-445-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/445/greenwich-village,2024-07-21T23:43:43Z,2024-07-21T23:43:43Z,Greenwich Village,Gray,1,,"{'title': '<em>Greenwich</em> Village 445 | Benjamin Moore', 'sections': '<em>Greenwich</em> Village', 'description': 'Gray tones lend a beautifully faded quality to this medium <em>green</em>.', 'color_name': '<em>Greenwich</em> Village', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;445&#x2F;<em>greenwich</em>-village'}",6242b42528ccbcdbfbddad18,,,,,,,
"['Greenhow Moss', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cw-450/greenhow-moss,Greenhow Moss CW-450 | Benjamin Moore,Color,CW-450,"This mossy, memorable green, a mix of lamp black, verdigris, yellow ochre and white pigments, is a balance between elegant and earthy.",d47080e25b1c19afbe01c6376bbec921d7a6af8f,Medium,Warm,A6A56C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-106-greenhow-moss-CW-450-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-450/greenhow-moss,2024-06-28T17:33:54Z,2024-06-28T17:33:54Z,Greenhow Moss,Yellow,1,,"{'title': '<em>Greenhow</em> Moss CW-450 | Benjamin Moore', 'sections': '<em>Greenhow</em> Moss', 'description': 'This mossy, memorable <em>green</em>, a mix of lamp black, verdigris, yellow ochre and white pigments, is a balance between elegant and earthy.', 'color_name': '<em>Greenhow</em> Moss', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-450&#x2F;<em>greenhow</em>-moss'}",6247358ee7b9d283240f5818,,,,,,,
