,sections,page_path,title,type,description,external_id,image,url,published_at,updated_at,cdp,popularity,info,_index,_type,_score,_version,_explanation,sort,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,language,PrimaryColorFamily,Opacity,Interior/Exterior,Color Collection,Family,Shade,Mood,Project,Style,Value,Color Family,Tone,cleaned_name,is_color_description,is_poetry,writing_form,writing_type
2688,"['Tropical Oasis', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-710/tropical-oasis,Tropical Oasis CSP-710 | Benjamin Moore,Color,"Sugar-white sand and deep, blue water framed by lush foliage... It was the most beautiful lagoon they'd ever seen.",0661e24ec5ed63480f46b11f8839097a6f87e96c,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-120-tropical-oasis-CSP-710-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-710/tropical-oasis,2024-07-21T20:37:18Z,2024-07-21T20:37:17Z,,1,,,,,,,,"{'title': '<em>Tropical</em> <em>Oasis</em> CSP-710 | Benjamin Moore', 'sections': '<em>Tropical</em> <em>Oasis</em>', 'color_name': '<em>Tropical</em> <em>Oasis</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-710&#x2F;<em>tropical</em>-<em>oasis</em>'}",62430cd228ccbccc56ddb4e8,CSP-710,Dark,Cool,597D7D,Tropical Oasis,,,,,,,,,,,,,,,Tropical Oasis,no,no,prose,story
2690,"['Mystic Lake', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-745/mystic-lake,Mystic Lake CSP-745 | Benjamin Moore,Color,"She rose at daybreak each morning for her ritual swim across the cool, tranquil water.",b5a97069f44f61a9b2a120e2e3d238285cd5d62a,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-128-mystic-lake-CSP-745-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-745/mystic-lake,2024-07-21T20:30:15Z,2024-07-21T20:30:15Z,,1,,,,,,,,"{'title': '<em>Mystic</em> <em>Lake</em> CSP-745 | Benjamin Moore', 'sections': '<em>Mystic</em> <em>Lake</em>', 'color_name': '<em>Mystic</em> <em>Lake</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-745&#x2F;<em>mystic</em>-<em>lake</em>'}",624316c4196a67066a894abc,CSP-745,Medium,Cool,8A9F9B,Mystic Lake,,,,,,,,,,,,,,,Mystic Lake,no,no,prose,story
2764,"['Dark Harbor', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-720/dark-harbor,Dark Harbor CSP-720 | Benjamin Moore,Color,A boat sails at midnight toward the safety of port. The murky waters belie their depth.,c8fc9ef44bef966c611e07c05346638a063da579,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-120-dark-harbor-CSP-720-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-720/dark-harbor,2024-07-20T20:58:39Z,2024-07-20T20:58:39Z,,1,,,,,,,,"{'title': '<em>Dark</em> <em>Harbor</em> CSP-720 | Benjamin Moore', 'sections': '<em>Dark</em> <em>Harbor</em>', 'color_name': '<em>Dark</em> <em>Harbor</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-720&#x2F;<em>dark</em>-<em>harbor</em>', 'ColorValue': '<em>Dark</em>'}",62496740196a6734a8894ad9,CSP-720,Dark,Cool,1E4850,Dark Harbor,,,,,,,,,,,,,,,Dark Harbor,no,yes,poetry,story
3067,"['River Silt', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-180/river-silt,River Silt CSP-180 | Benjamin Moore,Color,"The soft, mossy sand on the cool, shallow river bottom felt good on my bare feet. ",16644c68786b756e55510abb87d15063e80fe3ab,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-223-river-silt-CSP-180-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-180/river-silt,2024-07-21T20:15:23Z,2024-07-21T20:15:23Z,,1,,,,,,,,"{'title': '<em>River</em> <em>Silt</em> CSP-180 | Benjamin Moore', 'sections': '<em>River</em> <em>Silt</em>', 'description': 'The soft, mossy sand on the cool, shallow <em>river</em> bottom felt good on my bare feet.\xa0', 'color_name': '<em>River</em> <em>Silt</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-180&#x2F;<em>river</em>-<em>silt</em>'}",624319e7196a6734c98958fb,CSP-180,Dark,Cool,827B6D,River Silt,,,Neutral,,,,,,,,,,,,River Silt,no,no,prose,story
3068,"['Sea Salt', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-95/sea-salt,Sea Salt CSP-95 | Benjamin Moore,Color,"After a relaxing spa massage with the coarse crystals, her skin-and senses-felt completely renewed. ",15fcb0db99a1eb96e505bd081ed3f39aeb0d859f,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-219-sea-salt-CSP-95-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-95/sea-salt,2024-07-21T20:15:23Z,2024-07-21T20:15:23Z,,1,,,,,,,,"{'title': '<em>Sea</em> <em>Salt</em> CSP-95 | Benjamin Moore', 'sections': '<em>Sea</em> <em>Salt</em>', 'color_name': '<em>Sea</em> <em>Salt</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-95&#x2F;<em>sea</em>-<em>salt</em>'}",6242e6de196a67912a896df8,CSP-95,Light,Warm,D4CFC3,Sea Salt,Beige,,Neutral,,,,,,,,,,,,Sea Salt,no,no,prose,story
3075,"['Gothic Arch', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-80/gothic-arch,Gothic Arch CSP-80 | Benjamin Moore,Color,"Listen carefully to the cavernous silence of the great cathedral, and you can almost hear the echo of trumpet processionals. ",7545b99b80be4eb7ab5a2f6c9fc71ec394475485,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-217-gothic-arch-CSP-80-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-80/gothic-arch,2024-07-21T19:27:49Z,2024-07-21T19:27:49Z,,1,,,,,,,,"{'title': '<em>Gothic</em> <em>Arch</em> CSP-80 | Benjamin Moore', 'sections': '<em>Gothic</em> <em>Arch</em>', 'color_name': '<em>Gothic</em> <em>Arch</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-80&#x2F;<em>gothic</em>-<em>arch</em>'}",6243158b28ccbcb712ddbf15,CSP-80,Medium,Warm,9D968C,Gothic Arch,,,Neutral,,,,,,,,,,,,Gothic Arch,no,yes,poetry,poetry
3076,"[""Grandma's China"", 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-365/grandmas-china,Grandma's China CSP-365 | Benjamin Moore,Color,"Only on the most special occasions, her prized, lustrous dishes and cups would grace the dining table like dazzling pearl jewelry. ",5b8fdcca626778415deb06e516be6559fb3956ac,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-207-grandmas-china-CSP-365-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-365/grandmas-china,2024-07-21T20:02:12Z,2024-07-21T20:02:11Z,,1,,,,,,,,"{'title': '<em>Grandma&#x27;s</em> <em>China</em> CSP-365 | Benjamin Moore', 'sections': '<em>Grandma&#x27;s</em> <em>China</em>', 'color_name': '<em>Grandma&#x27;s</em> <em>China</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-365&#x2F;grandmas-<em>china</em>'}",6242ed3be7b9d236460f44e4,CSP-365,Light,Cool,E3DFD5,Grandma's China,Gray,,White,,,,,,,,,,,,Grandma's China,no,yes,prose,story
3087,"['Chateau', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-140/chateau,Chateau CSP-140 | Benjamin Moore,Color,"The winemaker's stone country house sat high on the hill, overlooking the bountiful rows of grapevines below. ",c75ab74dfca45e8ea20f87ec2345318f6f884030,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-211-chateau-CSP-140-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-140/chateau,2024-07-22T00:56:41Z,2024-07-22T00:56:41Z,,1,,,,,,,,"{'title': '<em>Chateau</em> CSP-140 | Benjamin Moore', 'sections': '<em>Chateau</em>', 'color_name': '<em>Chateau</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-140&#x2F;<em>chateau</em>'}",6241ff22196a67dcef8965b7,CSP-140,Medium,Warm,AAA393,Chateau,,,Neutral,,,,,,,,,,,,Chateau,no,no,prose,story
3092,"['Kid Gloves', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-175/kid-gloves,Kid Gloves CSP-175 | Benjamin Moore,Color,"Years later, she found in his trunk her missing gloves from their first date. ",2d8a08691f1dabb69813ad5c7608a56eac3ca262,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-223-kid-gloves-CSP-175-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-175/kid-gloves,2024-07-22T00:47:04Z,2024-07-22T00:47:04Z,,1,,,,,,,,"{'title': '<em>Kid</em> <em>Gloves</em> CSP-175 | Benjamin Moore', 'sections': '<em>Kid</em> <em>Gloves</em>', 'description': 'Years later, she found in his trunk her missing <em>gloves</em> from their first date.\xa0', 'color_name': '<em>Kid</em> <em>Gloves</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-175&#x2F;<em>kid</em>-<em>gloves</em>'}",624278d7e7b9d22f5a0f559d,CSP-175,Medium,Cool,B2AB99,Kid Gloves,,,Neutral,,,,,,,,,,,,Kid Gloves,no,no,prose,story
3095,"['Strand of Pearls®', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-395/strand-of-pearls,Strand of Pearls CSP-395 | Benjamin Moore,Color,"Each opalescent sphere, carefully knotted in place, seemed more like a strand of precious moments.",87cc705a2656864f04157742d8ba49f9e56f8855,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-254-strand-of-pearls-CSP-395-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-395/strand-of-pearls,2024-07-22T02:19:06Z,2024-07-22T02:19:06Z,,1,,,,,,,,{},624275d0196a67555d895927,CSP-395,Light,Warm,E3DED0,Strand of Pearls&reg;,Beige,,White,,,,,,,,,,,,Strand of Pearls,no,yes,poetry,poetry
3101,"['Worn Leather Shoes', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-135/worn-leather-shoes,Worn Leather Shoes CSP-135 | Benjamin Moore,Color,"Like a trusty companion, the old slip-ons had seen him through college, his first home and his first child. ",1c9577c94653453c21628b29396a86cd4dd24ceb,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-193-worn-leather-shoes-CSP-135-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-135/worn-leather-shoes,2024-07-22T00:56:07Z,2024-07-22T00:56:06Z,,1,,,,,,,,"{'title': '<em>Worn</em> <em>Leather</em> <em>Shoes</em> CSP-135 | Benjamin Moore', 'sections': '<em>Worn</em> <em>Leather</em> <em>Shoes</em>', 'color_name': '<em>Worn</em> <em>Leather</em> <em>Shoes</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-135&#x2F;<em>worn</em>-<em>leather</em>-<em>shoes</em>'}",6242edd728ccbc3309dda792,CSP-135,Medium,Warm,968C76,Worn Leather Shoes,,,Neutral,,,,,,,,,,,,Worn Leather Shoes,no,no,prose,story
3110,"['Jungle Canopy', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-900/jungle-canopy,Jungle Canopy CSP-900 | Benjamin Moore,Color,"The lush, green ceiling gently shades the rain forest from the Brazilian midday sun.",b376da38ec7bf2d1d9e0a4bd2e192774711fad72,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-075-jungle-canopy-CSP-900-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-900/jungle-canopy,2024-07-22T02:19:08Z,2024-07-22T02:19:07Z,,1,,,,,,,,"{'title': '<em>Jungle</em> <em>Canopy</em> CSP-900 | Benjamin Moore', 'sections': '<em>Jungle</em> <em>Canopy</em>', 'color_name': '<em>Jungle</em> <em>Canopy</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-900&#x2F;<em>jungle</em>-<em>canopy</em>'}",62431a8728ccbc0990ddb6b8,CSP-900,Dark,Warm,5A5538,Jungle Canopy,Yellow,,,,,,,,,,,,,,Jungle Canopy,no,no,prose,story
3118,"['Stoneware', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-245/stoneware,Stoneware CSP-245 | Benjamin Moore,Color,"On the buffet, she displayed an array of warm white porcelain platters, bowls and tureens. ",f360fbe28a578b4911904e5a71ca24e6070e6455,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-189-stoneware-CSP-245-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-245/stoneware,2024-07-21T22:29:20Z,2024-07-21T22:29:19Z,,1,,,,,,,,"{'title': '<em>Stoneware</em> CSP-245 | Benjamin Moore', 'sections': '<em>Stoneware</em>', 'color_name': '<em>Stoneware</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-245&#x2F;<em>stoneware</em>'}",624273afe7b9d2e6400f5ac2,CSP-245,Light,Warm,EFEADB,Stoneware,Cream,,White,,,,,,,,,,,,Stoneware,no,no,prose,story
3131,"['Doily', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-130/doily,Doily CSP-130 | Benjamin Moore,Color,"Hand crocheted, this delicate item served as a resting place for the beautiful antique vase. ",089bccd8182ba76575f9f1ff3638c666d5690736,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-193-doily-CSP-130-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-130/doily,2024-07-21T07:05:33Z,2024-07-21T07:05:33Z,,1,,,,,,,,"{'title': '<em>Doily</em> CSP-130 | Benjamin Moore', 'sections': '<em>Doily</em>', 'color_name': '<em>Doily</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-130&#x2F;<em>doily</em>'}",62430f3328ccbcbba0ddafe0,CSP-130,Medium,Warm,CAC7B4,Doily,,,Neutral,,,,,,,,,,,,Doily,no,no,prose,story
3146,"['Dusty Miller', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-755/dusty-miller,Dusty Miller CSP-755 | Benjamin Moore,Color,"The delicate flowerbeds were tended with care, bordered by a charming path of the soft-green plants.",b24742a7af53ab0a23f521813fbfb7c05dd4f1cf,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-083-dusty-miller-CSP-755-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-755/dusty-miller,2024-07-30T17:02:54Z,2024-07-03T11:17:04Z,True,1,,,,,,,,"{'title': '<em>Dusty</em> <em>Miller</em> CSP-755 | Benjamin Moore', 'sections': '<em>Dusty</em> <em>Miller</em>', 'color_name': '<em>Dusty</em> <em>Miller</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-755&#x2F;<em>dusty</em>-<em>miller</em>'}",6242727ae7b9d2c21a0f4ec2,CSP-755,,,CECEC0,Dusty Miller,,,,,Interior,Color Stories&reg;,Green,Light,,,,,,,Dusty Miller,no,yes,prose,story
3150,"['Paper Doll', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-485/paper-doll,Paper Doll CSP-485 | Benjamin Moore,Color,"Oh, the simplicity of childhood, when all you needed were scissors, paper and imagination.",61d25ad9a070eae6e4a08a0cfe811cfc033c5365,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-244-paper-doll-CSP-485-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-485/paper-doll,2024-07-21T22:10:45Z,2024-07-21T22:10:45Z,,1,,,,,,,,"{'title': '<em>Paper</em> <em>Doll</em> CSP-485 | Benjamin Moore', 'sections': '<em>Paper</em> <em>Doll</em>', 'description': 'Oh, the simplicity of childhood, when all you needed were scissors, <em>paper</em> and imagination.', 'color_name': '<em>Paper</em> <em>Doll</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-485&#x2F;<em>paper</em>-<em>doll</em>'}",62427258196a673c1c895fb2,CSP-485,Light,Cool,E8E9E1,Paper Doll,Gray,,White,,,,,,,,,,,,Paper Doll,no,yes,poetry,poetry
3156,"['Oil Cloth', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-760/oil-cloth,Oil Cloth CSP-760 | Benjamin Moore,Color,For years the old farmhouse table was covered by the cloth-protecting a found treasure underneath.,01acb76587d30076f503b23763313ceb8b76d117,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-083-oil-cloth-CSP-760-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-760/oil-cloth,2024-07-30T23:02:32Z,2024-07-30T23:02:32Z,True,1,,,,,,,,"{'title': '<em>Oil</em> <em>Cloth</em> CSP-760 | Benjamin Moore', 'sections': '<em>Oil</em> <em>Cloth</em>', 'description': 'For years the old farmhouse table was covered by the <em>cloth</em>-protecting a found treasure underneath.', 'color_name': '<em>Oil</em> <em>Cloth</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-760&#x2F;<em>oil</em>-<em>cloth</em>'}",6242e77564441f5272004d4f,CSP-760,,,9FA194,Oil Cloth,,,,,Interior,Color Stories&reg;,Green,Medium,"['Calming', 'Chaming', 'Moody']","['Bathroom', 'Bedroom', 'Kitchen', 'Living Room']","['Boho', 'Cozy Cabin']",,,,Oil Cloth,no,no,prose,story
3166,"['Picket Fence', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-370/picket-fence,Picket Fence CSP-370 | Benjamin Moore,Color,You can almost hear the click-clack of the stick as it brushes along each fence board.,b8b80230c468c13676ab8543fa753d61c2efe1cf,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/white-paint-207-picket-fence-CSP-370-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-370/picket-fence,2024-07-30T13:26:08Z,2024-07-30T13:26:07Z,True,1,,,,,,,,"{'title': '<em>Picket</em> <em>Fence</em> CSP-370 | Benjamin Moore', 'sections': '<em>Picket</em> <em>Fence</em>', 'description': 'You can almost hear the click-clack of the stick as it brushes along each <em>fence</em> board.', 'color_name': '<em>Picket</em> <em>Fence</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-370&#x2F;<em>picket</em>-<em>fence</em>'}",6242774be7b9d28de20f5533,CSP-370,,,D5D0C7,Picket Fence,,,,,Interior,Color Stories&reg;,White,Light,,,,,,,Picket Fence,no,yes,poetry,poetry
3168,"['Vintage Pewter', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-110/vintage-pewter,Vintage Pewter CSP-110 | Benjamin Moore,Color,"Carefully lifting the antique pitcher, she filled each guest's glass with the sweetly potent beverage.",fb40a5787eb3dc9e696b8e047b2035b1a3b16094,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-235-vintage-pewter-CSP-110-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-110/vintage-pewter,2024-07-22T00:56:06Z,2024-07-22T00:56:06Z,,1,,,,,,,,"{'title': '<em>Vintage</em> <em>Pewter</em> CSP-110 | Benjamin Moore', 'sections': '<em>Vintage</em> <em>Pewter</em>', 'color_name': '<em>Vintage</em> <em>Pewter</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-110&#x2F;<em>vintage</em>-<em>pewter</em>'}",624318f828ccbcf8daddb535,CSP-110,Medium,Warm,A09E97,Vintage Pewter,,,Neutral,,,,,,,,,,,,Vintage Pewter,no,no,prose,story
3174,"['Barnwood', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-115/barnwood,Barnwood CSP-115 | Benjamin Moore,Color,"Inspired by a nostalgic, weathered barn, created from sturdy timbers. Aged perfectly by the hands of nature. ",6af9d871224e28175a1a88879e28a3f41c822522,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-235-barnwood-CSP-115-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-115/barnwood,2024-07-22T01:04:19Z,2024-07-22T01:04:19Z,,1,,,,,,,,"{'title': '<em>Barnwood</em> CSP-115 | Benjamin Moore', 'sections': '<em>Barnwood</em>', 'color_name': '<em>Barnwood</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-115&#x2F;<em>barnwood</em>'}",6242ede7196a67271a896ef3,CSP-115,Medium,Warm,827E78,Barnwood,,,Neutral,,,,,,,,,,,,Barnwood,no,yes,poetry,poetry
3178,"['Soho Loft', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-10/soho-loft,Soho Loft CSP-10 | Benjamin Moore,Color,Architecturally perfect and equally adaptable with a variety of minimalist treatments. ,50cfa08755a5dd82eb5b3896467e2908d8208a75,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-230-soho-loft-CSP-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-10/soho-loft,2024-07-22T00:54:08Z,2024-07-22T00:54:08Z,,1,,,,,,,,"{'title': '<em>Soho</em> <em>Loft</em> CSP-10 | Benjamin Moore', 'sections': '<em>Soho</em> <em>Loft</em>', 'color_name': '<em>Soho</em> <em>Loft</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-10&#x2F;<em>soho</em>-<em>loft</em>'}",6242763a64441f395c005fbf,CSP-10,Medium,Warm,999492,Soho Loft,,,Neutral,,,,,,,,,,,,Soho Loft,no,no,prose,story
3181,"['Wool Peacoat', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-25/wool-peacoat,Wool Peacoat CSP-25 | Benjamin Moore,Color,"With only light wear around the cuffs, the old coat still looked surprisingly new, hanging on the closet door. ",5760f591ef458efc4569390d2af9d2c41f927c1a,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-237-wool-peacoat-CSP-25-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-25/wool-peacoat,2024-07-22T00:54:11Z,2024-07-22T00:54:11Z,,1,,,,,,,,"{'title': '<em>Wool</em> <em>Peacoat</em> CSP-25 | Benjamin Moore', 'sections': '<em>Wool</em> <em>Peacoat</em>', 'color_name': '<em>Wool</em> <em>Peacoat</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-25&#x2F;<em>wool</em>-<em>peacoat</em>'}",6242ed8b64441fb2a5004d41,CSP-25,Medium,Cool,848181,Wool Peacoat,,,Neutral,,,,,,,,,,,,Wool Peacoat,no,no,prose,story
3183,"['Arctic Seal', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-15/arctic-seal,Arctic Seal CSP-15 | Benjamin Moore,Color,"In his chilly underwater playground, a graceful shadow darts and twirls among the polar ice flows. ",be8fc280ef17ff42958dedd46bc0986604a5106f,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-230-arctic-seal-CSP-15-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-15/arctic-seal,2024-07-22T00:20:54Z,2024-07-22T00:20:54Z,,1,,,,,,,,"{'title': '<em>Arctic</em> <em>Seal</em> CSP-15 | Benjamin Moore', 'sections': '<em>Arctic</em> <em>Seal</em>', 'color_name': '<em>Arctic</em> <em>Seal</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-15&#x2F;<em>arctic</em>-<em>seal</em>'}",62430943196a6717338956c8,CSP-15,Dark,Cool,6C6B6D,Arctic Seal,,,Neutral,,,,,,,,,,,,Arctic Seal,no,yes,poetry,poetry
3185,"['Seersucker Suit', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-580/seersucker-suit,Seersucker Suit CSP-580 | Benjamin Moore,Color,"I recall it was the summer of '28,"" she mused. ""He looked so dapper in this suit and his straw skimmer.""",02e694e835198425bbbf08c3865d01a51cca0e87,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-208-seersucker-suit-CSP-580-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-580/seersucker-suit,2024-07-22T03:49:56Z,2024-07-22T03:49:56Z,,1,,,,,,,,"{'title': '<em>Seersucker</em> <em>Suit</em> CSP-580 | Benjamin Moore', 'sections': '<em>Seersucker</em> <em>Suit</em>', 'description': 'I recall it was the summer of &#x27;28,&quot; she mused. &quot;He looked so dapper in this <em>suit</em> and his straw skimmer.&quot;', 'color_name': '<em>Seersucker</em> <em>Suit</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-580&#x2F;<em>seersucker</em>-<em>suit</em>'}",624319fd196a677fea896172,CSP-580,Medium,Cool,C3C7C5,Seersucker Suit,,,Neutral,,,,,,,,,,,,Seersucker Suit,no,no,prose,story
3189,"['Ice Fog', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-575/ice-fog,Ice Fog CSP-575 | Benjamin Moore,Color,"As dawn breaks, the sun illuminates the fog, revealing mountain peaks in the distance.",624828bebeec7f064aa5735b84728fa95dd85b69,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-208-ice-fog-CSP-575-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-575/ice-fog,2024-07-22T02:05:04Z,2024-07-22T02:05:04Z,,1,,,,,,,,"{'title': '<em>Ice</em> <em>Fog</em> CSP-575 | Benjamin Moore', 'sections': '<em>Ice</em> <em>Fog</em>', 'description': 'As dawn breaks, the sun illuminates the <em>fog</em>, revealing mountain peaks in the distance.', 'color_name': '<em>Ice</em> <em>Fog</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-575&#x2F;<em>ice</em>-<em>fog</em>'}",62430e1128ccbc86d4ddba92,CSP-575,Light,Cool,DCDED8,Ice Fog,,,Neutral,,,,,,,,,,,,Ice Fog,no,yes,poetry,poetry
